7.9379999999999882 0.5 -14.0 1.3600000000000001 2.3799999999999999 9.5099999999999998
-0.079298 -0.125 -1.25 -0.81199999999999939 -1.48 0.12000000000000011 -0.039999999999999147 274.49310100000002 269.49310094999998 268.94388750000002 263.94388739999999 255.81470899999999 250.81470905 261.79860200000002 256.79860194999998
-0.178168 0.12500000000001243 0.18799999999999994 0.68800000000000061 0.039999999999999813 -0.12000000000000011 0.029999999999999361 274.8798395 269.87983974999997 267.52999599999998 262.52999590000002 255.2960635 250.29606341900001 263.24267550000002 258.24267555
-0.276241 0.0 0.43799999999999994 0.875 0.079999999999999849 -0.14999999999999991 0.029999999999999361 274.99901 269.99900984999999 266.06581849999998 261.06581864999998 255.029741 250.029740863 264.72143799999998 259.72143799999998
-0.374198 -0.062999999999988177 0.43799999999999994 0.56300000000000061 0.079999999999999849 -0.10999999999999988 0.019999999999999574 274.83372800000001 269.83372800000001 264.58055899999999 259.58055919999998 255.0433625 250.04336254565001 266.2056675 261.20566769999999
-0.472046 -0.062999999999988177 0.43799999999999994 0.25 0.079999999999999849 -0.049999999999999822 0.0099999999999997868 274.40555499999999 269.40555510000002 263.10344450000002 258.10344470000001 255.33485400000001 250.33485410450001 267.66614600000003 262.66614625
-0.570492 -0.062999999999988177 0.375 -0.061999999999999389 0.079999999999999849 0.0 0.0 273.74365399999999 268.74365404999998 261.66374400000001 256.66374400000001 255.8758995 250.87589955999999 269.07365649999997 264.07365664999998
-0.668309 -0.062999999999988177 0.375 -0.31199999999999939 0.06999999999999984 0.040000000000000036 -0.0099999999999997868 272.87718799999999 267.87718784999998 260.2907305 255.29073025 256.63727999999998 251.63727976000001 270.39898199999999 265.39898195000001
-0.76669 -0.125 0.375 -0.56199999999999939 0.06999999999999984 0.090000000000000302 -1.3100000000000005 271.83531950000003 266.83531944999999 259.01367700000003 254.01367677499999 257.58977549999997 252.589775535 271.61290500000001 266.61290509999998
-0.864267 -0.125 0.25 -1.0 0.039999999999999813 0.16000000000000014 -0.039999999999999147 270.64721200000002 265.64721179999998 257.86185649999999 252.8618567 258.70416749999998 253.704167735 272.68620900000002 267.68620915000002
-0.962098 -0.18799999999998818 0.062999999999999945 -1.375 0.019999999999999796 0.2200000000000002 -0.060000000000000497 269.34202800000003 264.34202779999998 256.86454350000002 251.86454326 259.95123699999999 254.95123719 273.58967699999999 268.58967704999998
-1.060949 -0.25 -0.125 -1.625 -0.010000000000000009 0.26000000000000023 -0.070000000000000284 267.94893050000002 262.94893044999998 256.05100950000002 251.05100965 261.30176499999999 256.30176475000002 274.29409199999998 269.29409184999997
